Index,Text,Sentiment
2170,good product need add marathi popular news channel like abp maza,Positive
3446,good product nice,Positive
3291,good product no remark till connectivity responsiveness great,Positive
1776,good product not able connect wipro bulb,Positive
3608,good product not portable cant use without plug,Positive
3839,good product original quality,Positive
2389,good product overall but couldnt connect sound system via bluetooth,Positive
644,good product overall satisfy meet expectation area improvementnot able understand request time delay noresponsealso cant restrict voice profile limit one allow,Positive
496,good product per expectation if new kinda thing but need improvise voice recognition part catch if not good acsent linguistic language hop speak,Positive
789,good product play songs available anazon music not sure if miss thing quality good purchase one gift elder sis,Positive
4119,good product price,Positive
277,good product price but major limitation wire connection take secs start anything want listen add ur app time consume activity but overall take yr kid distract mobile phone help enjoy dance well tune,Positive
3951,good product purchase but if smart appliances like actvlights etc,Positive
1922,good product purchaseiam happy productmy sons like get product,Positive
3413,good product quality,Positive
2082,good product quality best understand almost command value money,Positive
1232,good product sale,Positive
3513,good product service,Positive
3252,good product service need integrate like reach level google home mini,Positive
1665,good product smart home,Positive
2978,good product sound quality star,Positive
321,good product superficiallly if expect work youtube google will disappoint but yea ask time reminder alarm news popular songs okhad work google youtube man would give star,Positive
2776,good product thank amazon,Positive
3442,good product thank amazon,Positive
3118,good product use initial problem instal alexa but due understand problem,Positive
3947,good product useful,Positive
2297,good product value money if really use,Positive
1533,good product wish hear multiple choice songs,Positive
2749,good product work nicely,Positive
2577,good product worth buy,Positive
3073,good product worth money technology great,Positive
3873,good productbut bluetooth connection little time take but niceworth price,Positive
1998,good productbut sound play maximum volume alexa didnt hear anythingwe need go closer,Positive
2518,good productgood gift item,Positive
380,good productinitially order rs day suddenly reduce seller canceleld first order immediately order but today independence day sale available configuration network setup tediousbut managedthe process need even simple,Positive
596,good productits voice recognition good nearby devicesound quality good wifi connectivity also good device bigger appear website adopter quality better search songs faster google search worth buy,Positive
3096,good productjust advance technology,Positive
3113,good productjust one thingit not play trampoline zyan malikand many others songs make sad,Positive
2164,good productmust buy smart home experience thank,Positive
3083,good productneed add telugu language,Positive
2122,good productnice sound work fine wipro smart bulb,Positive
1469,good productrequire constant internet conectionsound super,Positive
2474,good products,Positive
2805,good products,Positive
3303,good products,Positive
2799,good productsound improve much better,Positive
2617,good productuseful english learnersworth pricevoice recognition good,Positive
2750,good productworth money,Positive
1545,good purchase rs alexa integration mind bogglingsound quality average expect but u connect external speaker bluetooth aux overall nice product,Positive
2322,good quality,Positive
2421,good quality,Positive
